id,Quantidade
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,3
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,3
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,2
410,1
411,0
412,0
413,0
414,6
415,0
416,0
417,3
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,1
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,1
462,0
463,2
464,1
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,1
473,0
474,0
475,3
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,1
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,1
517,3
518,3
519,2
520,0
521,6
522,1
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,1
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,1
559,2
560,1
561,9
562,8
563,5
564,2
565,0
566,1
567,4
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,1
591,4
592,21
593,4
594,11
595,8
596,1
597,0
598,3
599,0
600,1
601,4
602,1
603,1
604,4
605,5
606,5
607,5
608,13
609,6
610,8
611,2
612,8
613,6
614,2
615,0
616,10
617,0
618,0
619,2
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,4
639,14
640,1
641,0
642,3
643,5
644,0
645,2
646,4
647,8
648,10
649,3
650,5
651,1
652,7
653,12
654,5
655,7
656,5
657,7
658,18
659,6
660,8
661,4
662,2
663,6
664,7
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,5
685,3
686,25
687,25
688,15
689,2
690,2
691,5
692,5
693,4
694,9
695,4
696,4
697,1
698,3
699,1
700,6
701,7
702,7
703,4
704,7
705,1
706,0
707,0
708,8
709,4
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,1
727,5
728,2
729,15
730,11
731,7
732,8
733,2
734,4
735,9
736,8
737,5
738,4
739,7
740,11
741,2
742,0
743,0
744,2
745,12
746,6
747,6
748,3
749,1
750,10
751,5
752,5
753,1
754,7
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,6
772,7
773,16
774,23
775,27
776,19
777,4
778,2
779,0
780,2
781,2
782,6
783,4
784,7
785,3
786,1
787,1
788,0
789,0
790,1
791,0
792,2
793,2
794,0
795,2
796,0
797,5
798,4
799,3
800,0
801,0
802,3
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,9
817,10
818,4
819,0
820,4
821,6
822,3
823,0
824,0
825,0
826,1
827,2
828,5
829,0
830,3
831,1
832,5
833,2
834,2
835,0
836,0
837,1
838,2
839,2
840,6
841,4
842,1
843,5
844,6
845,0
846,0
847,5
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,7
862,15
863,2
864,2
865,1
866,2
867,0
868,5
869,2
870,1
871,0
872,6
873,1
874,5
875,3
876,3
877,2
878,1
879,1
880,3
881,2
882,1
883,0
884,1
885,9
886,2
887,2
888,8
889,2
890,2
891,5
892,5
893,3
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,5
908,7
909,1
910,4
911,1
912,3
913,1
914,2
915,5
916,2
917,4
918,1
919,1
920,3
921,1
922,0
923,0
924,0
925,0
926,3
927,1
928,0
929,2
930,3
931,2
932,1
933,2
934,0
935,1
936,0
937,0
938,0
939,0
940,5
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,1
953,5
954,1
955,7
956,1
957,4
958,2
959,0
960,9
961,4
962,4
963,3
964,0
965,3
966,0
967,0
968,1
969,1
970,1
971,5
972,0
973,0
974,1
975,7
976,2
977,1
978,1
979,3
980,3
981,3
982,4
983,0
984,0
985,0
986,0
987,2
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,6
999,0
1000,3
1001,1
1002,5
1003,1
1004,3
1005,2
1006,3
1007,3
1008,4
1009,2
1010,0
1011,0
1012,1
1013,3
1014,2
1015,3
1016,0
1017,3
1018,10
1019,2
1020,3
1021,7
1022,1
1023,3
1024,0
1025,2
1026,3
1027,3
1028,0
1029,0
1030,0
1031,0
1032,1
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,5
1042,0
1043,1
1044,3
1045,5
1046,9
1047,2
1048,1
1049,4
1050,2
1051,1
1052,0
1053,0
1054,2
1055,4
1056,0
1057,0
1058,2
1059,2
1060,0
1061,1
1062,4
1063,14
1064,10
1065,3
1066,1
1067,4
1068,4
1069,4
1070,3
1071,3
1072,3
1073,2
1074,0
1075,2
1076,4
1077,5
1078,1
1079,3
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,3
1089,16
1090,8
1091,3
1092,4
1093,4
1094,0
1095,0
1096,1
1097,0
1098,0
1099,0
1100,8
1101,2
1102,1
1103,4
1104,4
1105,0
1106,0
1107,0
1108,9
1109,13
1110,1
1111,3
1112,3
1113,5
1114,2
1115,2
1116,2
1117,3
1118,5
1119,2
1120,0
1121,1
1122,1
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,2
1131,4
1132,7
1133,3
1134,10
1135,5
1136,3
1137,4
1138,2
1139,2
1140,3
1141,0
1142,0
1143,1
1144,2
1145,8
1146,2
1147,3
1148,0
1149,1
1150,0
1151,1
1152,1
1153,0
1154,6
1155,4
1156,0
1157,1
1158,0
1159,0
1160,0
1161,6
1162,1
1163,4
1164,0
1165,1
1166,1
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,2
1176,0
1177,3
1178,6
1179,6
1180,4
1181,0
1182,2
1183,3
1184,7
1185,3
1186,0
1187,0
1188,0
1189,0
1190,1
1191,1
1192,0
1193,0
1194,5
1195,1
1196,2
1197,2
1198,4
1199,2
1200,2
1201,0
1202,0
1203,0
1204,0
1205,1
1206,6
1207,5
1208,2
1209,2
1210,2
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,6
1224,3
1225,3
1226,2
1227,3
1228,3
1229,2
1230,1
1231,3
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,5
1241,7
1242,0
1243,2
1244,1
1245,1
1246,0
1247,0
1248,0
1249,0
1250,2
1251,1
1252,4
1253,2
1254,2
1255,1
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,4
1269,18
1270,3
1271,11
1272,9
1273,6
1274,0
1275,0
1276,1
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,1
1286,5
1287,2
1288,11
1289,15
1290,0
1291,1
1292,0
1293,6
1294,19
1295,4
1296,3
1297,8
1298,2
1299,18
1300,9
1301,9
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,1
1316,0
1317,0
1318,5
1319,0
1320,0
1321,4
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,5
1334,5
1335,4
1336,3
1337,8
1338,8
1339,4
1340,4
1341,2
1342,6
1343,0
1344,5
1345,0
1346,3
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,2
1382,5
1383,2
1384,2
1385,5
1386,0
1387,1
1388,9
1389,7
1390,1
1391,3
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,3
1429,2
1430,0
1431,0
1432,7
1433,4
1434,1
1435,1
1436,1
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,2
1476,0
1477,3
1478,0
1479,3
1480,4
1481,3
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,1
1520,0
1521,1
1522,13
1523,8
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,1
1565,0
1566,0
1567,4
1568,3
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,4
1612,2
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,1
1657,1
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
